.key,.line,participant_id,prompt_type,study_mode,prompt_trigger,time_window_start,time_window_end,initial_prompt_date,initial_prompt_local_time,initial_prompt_utc_offset,initial_prompt_unixtime,answer_status,question_set_completion_date,question_set_completion_local_time,question_set_completion_unixtime,question_set_completion_prompt_number,probabilistic_question_set_selected,number_of_questions_presented,survey_version_number,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled,x19_affmot_pa,x20_int_pa,x22_plan_pa,x23_dgoal_pa,x55_engage,x34_affmot_eat,x35_int_eat,x37_plan_eat,x21_goal_pa,x24_wgoal_pa,x28_goal_sleep,x29_wgoal_sleep,x33_goal_sed,x36_goal_eat,x38_covid_lonely,x39_covid_health,x40_viralsymp,x48_covid_pa_nrem,x49_covid_dog,x50_covid_pa_quant,x51_covid_sed_quant,x52_covid_sleep_quant,x53_covid_impact,x54_covid_stress,x25_affmot_sleep,x26_int_sleep,x27_del_sleep,x30_affmot_sed,x31_int_sed,x32_plan_sed
hardyneatnessclobber@timestudy_com/2020-11-08/phone_promptresponse_clean_2020-11-08.csv,21,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-11-08,2020-11-08 21:24:00 PST,GMT-08:00,1604899440043,Completed,2020-11-08,2020-11-08 21:32:45 PST,1604899965469,2,set_4,47,9,A little,Extremely,Not at all,Extremely,Quite a bit,Not at all,Not at all,A little,Not at all,Very much so,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,Very much so,Definitely will,Yes,Sort of,Maybe,Yes,Yes,Yes,Yes,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,A lot more,Less,Moderate,Not at all,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-09/phone_promptresponse_clean_2020-11-09.csv,22,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-11-09,2020-11-09 21:20:01 PST,GMT-08:00,1604985601848,Completed,2020-11-09,2020-11-09 21:21:49 PST,1604985709445,1,set_4,23,9,Not at all,Extremely,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-10/phone_promptresponse_clean_2020-11-10.csv,16,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-11-10,2020-11-10 21:27:00 PST,GMT-08:00,1605072420096,Completed,2020-11-10,2020-11-10 21:27:54 PST,1605072474838,1,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-11/phone_promptresponse_clean_2020-11-11.csv,20,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-11-11,2020-11-11 21:10:00 PST,GMT-08:00,1605157800532,Completed,2020-11-11,2020-11-11 21:14:07 PST,1605158047692,1,set_4,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Moderately,Not at all,Not at all,Quite a bit,Not at all,Moderately,Not at all,Very much so,No,Did not have to work today,0,,,,,,A little,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-12/phone_promptresponse_clean_2020-11-12.csv,22,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-11-12,2020-11-12 21:12:00 PST,GMT-08:00,1605244320077,Completed,2020-11-12,2020-11-12 21:17:44 PST,1605244664298,2,set_4,24,9,Not at all,Extremely,A little,Quite a bit,Moderately,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,Not at all,Quite a bit,Might,Sort of,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-13/phone_promptresponse_clean_2020-11-13.csv,21,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-11-13,2020-11-13 22:24:00 PST,GMT-08:00,1605335040093,Completed,2020-11-13,2020-11-13 22:27:24 PST,1605335244623,1,set_3,23,9,Not at all,Extremely,Moderately,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
hardyneatnessclobber@timestudy_com/2020-11-14/phone_promptresponse_clean_2020-11-14.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-11-14,2020-11-14 22:37:00 PST,GMT-08:00,1605422220075,Completed,2020-11-14,2020-11-14 22:38:00 PST,1605422280563,1,set_1,25,9,Not at all,Moderately,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Might,Sort of,but I had a goal,Not at all,,,,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-15/phone_promptresponse_clean_2020-11-15.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-11-15,2020-11-15 22:42:00 PST,GMT-08:00,1605508920107,Completed,2020-11-15,2020-11-15 23:16:14 PST,1605510974279,2,set_1,48,9,Not at all,Quite a bit,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Moderately,No,Did not have to work today,0,Quite a bit,Might,Sort of,Maybe,,,,,Not really,No and I didn't have a goal,Sort of,Yes,Not really,Sort of,A little,Not at all,I am not experiencing viral symptoms,0 days,0 days,A lot less,A lot less,A lot less,Extremely,Not at all,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-16/phone_promptresponse_clean_2020-11-16.csv,20,hardyneatnessclobber,Daily,BURST,RANDOM,20,21,2020-11-16,2020-11-16 20:49:00 PST,GMT-08:00,1605588540089,Completed,2020-11-16,2020-11-16 20:50:55 PST,1605588655085,1,set_3,23,9,Not at all,Quite a bit,A little,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,A little,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Sort of
hardyneatnessclobber@timestudy_com/2020-11-17/phone_promptresponse_clean_2020-11-17.csv,22,hardyneatnessclobber,Daily,BURST,RANDOM,21,22,2020-11-17,2020-11-17 21:26:00 PST,GMT-08:00,1605677160090,Completed,2020-11-17,2020-11-17 21:27:14 PST,1605677234864,1,set_4,23,9,Not at all,Extremely,A little,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,A little,Not at all,Very much so,No,No,0,,,,,,A little,Might,Not really,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-18/phone_promptresponse_clean_2020-11-18.csv,22,hardyneatnessclobber,Daily,BURST,RANDOM,22,23,2020-11-18,2020-11-18 22:42:00 PST,GMT-08:00,1605768120096,Completed,2020-11-18,2020-11-18 22:43:44 PST,1605768224139,1,set_2,23,9,Not at all,Quite a bit,Not at all,Moderately,Quite a bit,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Yes,,,
hardyneatnessclobber@timestudy_com/2020-11-19/phone_promptresponse_clean_2020-11-19.csv,23,hardyneatnessclobber,Daily,BURST,RANDOM,22,23,2020-11-19,2020-11-19 22:43:00 PST,GMT-08:00,1605854580718,Completed,2020-11-19,2020-11-19 22:49:08 PST,1605854948912,2,set_2,23,9,Not at all,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Very much so,Probably will,Yes,,,
hardyneatnessclobber@timestudy_com/2020-11-20/phone_promptresponse_clean_2020-11-20.csv,18,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-11-20,2020-11-20 23:14:00 PST,GMT-08:00,1605942840073,Completed,2020-11-20,2020-11-20 23:15:44 PST,1605942944586,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Probably will,No,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-21/phone_promptresponse_clean_2020-11-21.csv,18,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-11-21,2020-11-21 23:25:00 PST,GMT-08:00,1606029900077,Completed,2020-11-21,2020-11-21 23:41:03 PST,1606030863780,2,set_3,24,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Moderately,Quite a bit,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,A little bit,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Sort of
hardyneatnessclobber@timestudy_com/2020-11-22/phone_promptresponse_clean_2020-11-22.csv,24,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-11-22,2020-11-22 23:45:00 PST,GMT-08:00,1606117500088,Completed,2020-11-22,2020-11-22 23:48:59 PST,1606117739594,1,set_4,47,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,A little,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,Quite a bit,Probably will,Not really,Not really,Maybe,Sort of,Yes,Not really,Not really,Not at all,Moderately,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Quite a bit,Not at all,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-23/phone_promptresponse_clean_2020-11-23.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-11-23,2020-11-23 22:48:00 PST,GMT-08:00,1606200480051,Completed,2020-11-23,2020-11-23 22:49:12 PST,1606200552787,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,A little,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-24/phone_promptresponse_clean_2020-11-24.csv,24,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-11-24,2020-11-24 23:11:00 PST,GMT-08:00,1606288260112,Completed,2020-11-24,2020-11-24 23:12:00 PST,1606288320370,1,set_3,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Might,Not really
hardyneatnessclobber@timestudy_com/2020-11-25/phone_promptresponse_clean_2020-11-25.csv,22,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-11-25,2020-11-25 22:20:00 PST,GMT-08:00,1606371600069,Completed,2020-11-25,2020-11-25 22:21:27 PST,1606371687733,1,set_2,23,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Trying to decide,,,
hardyneatnessclobber@timestudy_com/2020-11-26/phone_promptresponse_clean_2020-11-26.csv,24,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-11-26,2020-11-26 23:25:00 PST,GMT-08:00,1606461900094,Completed,2020-11-26,2020-11-26 23:25:58 PST,1606461958635,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,Very much so,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-27/phone_promptresponse_clean_2020-11-27.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-11-27,2020-11-27 23:38:00 PST,GMT-08:00,1606549080069,Completed,2020-11-27,2020-11-27 23:39:14 PST,1606549154542,1,set_3,23,9,Not at all,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Not really
hardyneatnessclobber@timestudy_com/2020-11-28/phone_promptresponse_clean_2020-11-28.csv,23,hardyneatnessclobber,Daily,BURST,RANDOM,22,23,2020-11-28,2020-11-28 22:16:00 PST,GMT-08:00,1606630560096,Completed,2020-11-28,2020-11-28 22:18:01 PST,1606630681220,1,set_3,24,9,Not at all,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,Very much,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,No
hardyneatnessclobber@timestudy_com/2020-11-29/phone_promptresponse_clean_2020-11-29.csv,21,hardyneatnessclobber,Daily,BURST,RANDOM,21,22,2020-11-29,2020-11-29 21:43:00 PST,GMT-08:00,1606714980107,Completed,2020-11-29,2020-11-29 21:47:46 PST,1606715266597,1,set_1,48,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,Quite a bit,Might,Not really,but I had a goal,,,,,Not really,No and I didn't have a goal,Not really,Maybe,Not really,Not really,Not at all,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,,,
hardyneatnessclobber@timestudy_com/2020-11-30/phone_promptresponse_clean_2020-11-30.csv,21,hardyneatnessclobber,Daily,BURST,RANDOM,21,22,2020-11-30,2020-11-30 21:18:00 PST,GMT-08:00,1606799880129,Completed,2020-11-30,2020-11-30 21:18:51 PST,1606799931221,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Quite a bit,Might,Not really,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-12-01/phone_promptresponse_clean_2020-12-01.csv,22,hardyneatnessclobber,Daily,BURST,RANDOM,21,22,2020-12-01,2020-12-01 21:16:00 PST,GMT-08:00,1606886160078,Completed,2020-12-01,2020-12-01 21:16:49 PST,1606886209824,1,set_4,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,Quite a bit,Probably will,Not really,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-12-02/phone_promptresponse_clean_2020-12-02.csv,22,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-12-02,2020-12-02 21:24:00 PST,GMT-08:00,1606973040101,Completed,2020-12-02,2020-12-02 21:25:16 PST,1606973116863,1,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Probably will,Trying to decide,,,
hardyneatnessclobber@timestudy_com/2020-12-03/phone_promptresponse_clean_2020-12-03.csv,22,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-12-03,2020-12-03 22:16:46 PST,GMT-08:00,1607062606311,Completed,2020-12-03,2020-12-03 22:17:32 PST,1607062652778,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Very much so,Might,Not really,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-12-04/phone_promptresponse_clean_2020-12-04.csv,21,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-12-04,2020-12-04 21:18:00 PST,GMT-08:00,1607145480075,Completed,2020-12-04,2020-12-04 21:20:08 PST,1607145608535,1,set_3,23,9,Not at all,Extremely,Not at all,Quite a bit,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A little,Probably will not,Not really
hardyneatnessclobber@timestudy_com/2020-12-05/phone_promptresponse_clean_2020-12-05.csv,24,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-12-05,2020-12-05 23:21:00 PST,GMT-08:00,1607239260097,Completed,2020-12-05,2020-12-05 23:21:51 PST,1607239311953,1,set_3,23,9,Not at all,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,Did not have to work today,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Not really
hardyneatnessclobber@timestudy_com/2020-12-06/phone_promptresponse_clean_2020-12-06.csv,22,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-12-06,2020-12-06 21:28:00 PST,GMT-08:00,1607318880089,Completed,2020-12-06,2020-12-06 21:31:06 PST,1607319066088,1,set_3,47,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,Did not have to work today,0,,,,,,,,,Not really,No and I didn't have a goal,Not really,Maybe,Not really,Sort of,Moderately,Not at all,I am not experiencing viral symptoms,0 days,0 days,Neither more nor less,Neither more nor less,Neither more nor less,Not at all,Not at all,,,,A little,Might,Sort of
hardyneatnessclobber@timestudy_com/2020-12-07/phone_promptresponse_clean_2020-12-07.csv,21,hardyneatnessclobber,Daily,TIME,RANDOM,21,22,2020-12-07,2020-12-07 21:43:00 PST,GMT-08:00,1607406180089,NeverStarted,,,,,set_2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-12-08/phone_promptresponse_clean_2020-12-08.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-12-08,2020-12-08 22:45:00 PST,GMT-08:00,1607496300091,Completed,2020-12-08,2020-12-08 22:59:24 PST,1607497164712,2,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Not at all,Not at all,Not at all,Very much so,No,No,0,A little,Might,Sort of,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
hardyneatnessclobber@timestudy_com/2020-12-09/phone_promptresponse_clean_2020-12-09.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,22,23,2020-12-09,2020-12-09 22:39:00 PST,GMT-08:00,1607582340094,Completed,2020-12-09,2020-12-09 22:52:48 PST,1607583168881,2,set_2,23,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Yes,,,
hardyneatnessclobber@timestudy_com/2020-12-10/phone_promptresponse_clean_2020-12-10.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-12-10,2020-12-10 23:23:00 PST,GMT-08:00,1607671380088,Completed,2020-12-10,2020-12-10 23:41:36 PST,1607672496978,2,set_2,23,9,Not at all,Extremely,Not at all,Moderately,Extremely,Not at all,Not at all,Not at all,Not at all,Quite a bit,Very much so,Not at all,Not at all,Quite a bit,No,No,0,,,,,,,,,,,,,,,,,,,,,,,,,Quite a bit,Might,Trying to decide,,,
hardyneatnessclobber@timestudy_com/2020-12-11/phone_promptresponse_clean_2020-12-11.csv,23,hardyneatnessclobber,Daily,TIME,RANDOM,23,0,2020-12-11,2020-12-11 23:49:00 PST,GMT-08:00,1607759340077,Completed,2020-12-11,2020-12-11 23:50:40 PST,1607759440814,1,set_1,24,9,Not at all,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Not at all,Not at all,Very much so,No,No,0,Quite a bit,Might,Not really,but I had a goal,,,,,,,,,,,,,,,,,,,,,,,,,,
